S.No,name,title,culture,dateOfBirth,mother,father,heir,house,spouse,book1_A_Game_Of_Thrones,book2_A_Clash_Of_Kings,book3_A_Storm_Of_Swords,book4_A_Feast_For_Crows,book5_A_Dance_with_Dragons,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,name1,gender_guess
1683,Domeric Bolton,,Northmen,279,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18,0,0.090301003,0,Domeric,unknown
1684,Davos Seaworth,ser,Westeros,260,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1,1,1,45,1,0.969899666,1,Davos,unknown
1685,Doreah,,Lysene,278279,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,-277980,0,0.110367893,0,Doreah,unknown
1686,Dorea Sand,,Dornishmen,291,,,,House Martell,,0,0,0,1,1,,,,,0,0,14,1,0.10367893,1,Dorea,unknown
1687,Dywen,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.093645485,1,Dywen,unknown
1688,Eddard Karstark,,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0.073578595,0,Eddard,unknown
1689,Eddard Stark,winterfell,Northmen,263,,,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1,1,1,36,6,1,0,Eddard,unknown
1690,Elia Sand,,Dornishmen,285,,,,House Martell,,0,0,1,1,1,,,,,0,0,20,1,0.117056856,1,Elia,unknown
1691,Edmure Tully,ser,Rivermen,267,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1,1,1,38,8,0.655518395,1,Edmure,unknown
1692,Elia Martell,princess,,256,,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0,1,1,27,7,0.441471572,0,Elia,unknown
1693,Emmon Cuy,ser,,,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,0.036789298,0,Emmon,unknown
1694,Eleyna Westerling,,,287,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18,0,0.046822742,1,Eleyna,unknown
1695,Falena Stokeworth,harrenhal,,125,,,,House Stokeworth,Lucas Lothston,0,0,0,0,0,,,,1,1,1,100,0,0.023411371,0,Falena,unknown
1696,Falia Flowers,,,281,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24,0,0.026755853,1,Falia,unknown
1697,Eustace Osgrey,knight,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0,1,1,,0,0.147157191,1,Eustace,unknown
1698,Farlen,,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0.056856187,0,Farlen,unknown
1699,Falyse Stokeworth,,,265,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0,1,0,35,1,0.100334448,0,Falyse,unknown
1700,Galazza Galare,green grace,Ghiscari,217,,,,Graces,,0,0,0,0,1,,,,,0,1,88,0,0.090301003,1,Galazza,unknown
1701,Emmond,,Ironborn,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Emmond,unknown
1702,Garth Hightower,ser,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0.050167224,1,Garth,unknown
1703,Gared,,,231,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66,0,0.093645485,0,Gared,unknown
1704,Genna Lannister,lady,,245,,,,,Emmon Frey,1,1,1,1,1,,,,1,1,1,60,0,0.217391304,1,Genna,unknown
1705,Garlan Tyrell,ser,,277,,,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1,1,1,28,0,0.327759197,1,Garlan,unknown
1706,Gerion Lannister,,,255,,,,House Lannister,,1,1,1,1,1,,,,,0,0,36,0,0.140468227,0,Gerion,unknown
1707,Gevin Harlaw,,Ironborn,,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0.016722408,0,Gevin,unknown
1708,Gerold Dayne,ser,Dorne,270,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35,0,0.107023411,1,Gerold,unknown
1709,Godry Farring,ser,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0.063545151,1,Godry,unknown
1710,Gorold Goodbrother,lord of hammerhorn,Ironborn,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0.080267559,1,Gorold,unknown
1711,Grenn,,Westeros,281,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24,0,0.204013378,1,Grenn,unknown
1712,Grey Worm,,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0.140468227,1,Grey,unknown
1713,Greenbeard,,Tyroshi,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0.036789298,1,Greenbeard,unknown
1714,Groleo,[1],Pentoshi,,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0.110367893,0,Groleo,unknown
1715,Grunt,,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.026755853,1,Grunt,unknown
1716,Gregor Clegane,ser,,265,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35,1,0.836120401,0,Gregor,unknown
1717,Gylbert Farwynd,lonely light,Ironborn,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0.040133779,1,Gylbert,unknown
1718,Guyard Morrigen,ser,,278,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21,0,0.063545151,0,Guyard,unknown
1719,Hallyne,lordwisdom,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0.086956522,1,Hallyne,unknown
1720,Haggo,bloodrider,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.033444816,0,Haggo,unknown
1721,Hazzea,,Ghiscari,295,,,,,,0,0,0,0,1,,,,,0,0,5,0,0.043478261,0,Hazzea,unknown
1722,Hizdahr zo Loraq,,Ghiscari,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.444816054,1,Hizdahr,unknown
1723,Harma,,Wildlings,,,,,,,0,1,1,0,1,,,,,0,0,,0,0.053511706,0,Harma,female
1724,Harry Strickland,captain-general,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,0.076923077,1,Harry,unknown
1725,Harys Swyft,knight,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,0.451505017,1,Harys,unknown
1726,Harwin,,Northmen,271,,,,House Stark,,1,1,1,1,1,,,,,0,0,34,0,0.130434783,1,Harwin,unknown
1727,Hobb,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.043478261,1,Hobb,unknown
1728,High Sparrow,high septon,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,0.16722408,1,High,unknown
1729,Hot Pie,,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0.183946488,1,Hot,unknown
1730,Howland Reed,greywater watch,Crannogmen,260,,,,House Reed,Jyana,1,1,1,1,1,,,,1,1,1,45,0,0.177257525,1,Howland,unknown
1731,Holly,,Free Folk,283,,,,,,0,0,0,0,1,,,,,0,0,17,0,0.056856187,0,Holly,female
1732,Hugh,ser,Valemen,,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,0.063545151,0,Hugh,male
1733,Hyle Hunt,ser,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0.10367893,1,Hyle,unknown
1734,Hoster Tully,lord paramount of the trident,Rivermen,237,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1,1,1,62,6,0.331103679,0,Hoster,unknown
1735,Humfrey Hewett,oakenshield,,,,,,House Hewett,,0,0,0,1,1,,,,,0,1,,0,0.030100334,1,Humfrey,unknown
1736,Ilyn Payne,ser,Westeros,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0.224080268,1,Ilyn,unknown
1737,Illyrio Mopatis,magister,Pentoshi,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1,1,1,,0,0.394648829,1,Illyrio,unknown
1738,Irri,,Dothraki,283,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22,0,0.193979933,1,Irri,unknown
1739,Imry Florent,ser,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0.183946488,0,Imry,unknown
1740,Jack-Be-Lucky,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0.026755853,1,Jack-Be-Lucky,unknown
1741,Jacelyn Bywater,ser,,,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,0.130434783,0,Jacelyn,unknown
1742,Jaime Lannister,ser,Westerlands,266,,,,House Lannister,,1,1,1,1,1,,,,,0,1,39,7,1,1,Jaime,unknown
1743,Jason Mallister,seagard,Riverlands,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,0.127090301,1,Jason,unknown
1744,Jeyne Poole,,Northmen,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1,1,0,,1,0.384615385,1,Jeyne,unknown
1745,Jon Arryn,eyrie,Valemen,217,,,,House Arryn,Jeyne Royce,1,1,1,1,1,,,,1,1,1,81,5,0.836120401,0,Jon,unknown
1746,Jon Fossoway,knight,Reach,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1,1,1,,0,0.18729097,1,Jon,unknown
1747,Jonos Bracken,stone hedge,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0.190635452,1,Jonos,unknown
1748,Justin Massey,ser,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0.080267559,1,Justin,unknown
1749,Kedry,maester,,,,,,,,0,0,0,1,1,,,,,0,1,,0,0.030100334,0,Kedry,unknown
1750,Jon Snow,lord commander of the night's watch,Northmen,283,,,,House Stark,,1,1,1,1,1,,,,,0,1,22,5,1,1,Jon,unknown
1751,Joss Stilwood,,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0.016722408,1,Joss,unknown
1752,Kevan Lannister,ser,,244,,,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1,1,1,56,4,0.869565217,0,Kevan,unknown
1753,Lady of the Leaves,lady of the leaves,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.02006689,1,Lady,unknown
1754,Lharys,,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0.016722408,0,Lharys,unknown
1755,Leyton Hightower,hightower,,,,,,House Hightower,Rhea Florent,1,1,1,1,1,,,,1,1,1,,0,0.150501672,1,Leyton,unknown
1756,Larys Strong,lord of harrenhal,,91,,,,House Strong,,0,0,0,0,0,,,,,0,1,100,0,0.297658863,0,Larys,unknown
1757,Lomys,maester,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0.023411371,1,Lomys,unknown
1758,Lewyn Martell,ser,Dornish,,,,,House Martell,,1,0,1,1,1,,,,,0,1,,2,0.147157191,0,Lewyn,unknown
1759,Lothar Frey,twins,Rivermen,264,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1,1,1,41,1,0.173913043,1,Lothar,unknown
1760,Lothor Brune,ser,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0.137123746,1,Lothor,unknown
1761,Lysa Arryn,lady of the vale,,266,,,,House Tully,Jon Arryn,0,0,0,0,0,,,,0,1,1,34,5,0,0,Lysa,unknown
1762,Maege Mormont,lady of bear island,Northmen,239,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66,1,0.137123746,1,Maege,unknown
1763,Mad Huntsman,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0.036789298,1,Mad,unknown
1764,Mance Rayder,,Free folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.7090301,1,Mance,unknown
1765,Mark Mullendore,ser,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,0.050167224,1,Mark,unknown
1766,Mark Ryswell,ser,Northmen,,,,,House Ryswell,,1,0,0,0,0,,,,,0,1,,0,0.02006689,0,Mark,unknown
1767,Marlon Manderly,ser,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0.043478261,1,Marlon,unknown
1768,Maron Greyjoy,,Ironborn,275,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,14,4,0.140468227,0,Maron,unknown
1769,Martyn Cassel,,Northmen,,,,,House Cassel,,1,1,0,0,0,,,,,0,0,,0,0.033444816,0,Martyn,unknown
1770,Marq Piper,ser,Rivermen,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,0.140468227,1,Marq,unknown
1771,Mathis Rowan,goldengrove,Reach,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1,1,1,,0,0.364548495,1,Mathis,unknown
1772,Meribald,septon,,247,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58,0,0.10367893,1,Meribald,unknown
1773,Mirri Maz Duur,godswife,Lhazareen,257,,,,,,1,1,1,1,1,,,,,0,1,42,0,0.143812709,0,Mirri,unknown
1774,Mikken,,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.096989967,0,Mikken,unknown
1775,Morros Slynt,lord,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,0.043478261,1,Morros,unknown
1776,Myranda Royce,,,279,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26,0,0.043478261,1,Myranda,unknown
1777,Nettles,,,113,,,,Blacks,,0,0,0,0,0,,,,,0,0,100,0,0.063545151,0,Nettles,unknown
1778,Notch,,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,0.013377926,1,Notch,unknown
1779,Obara Sand,,Dornish,271,,,,House Martell,,0,0,1,1,1,,,,,0,0,34,1,0.140468227,1,Obara,unknown
1780,Ulf the White,ser,,,,,,Blacks,,0,0,0,0,0,,,,,0,1,,0,0.060200669,0,Ulf,unknown
1781,Pypar,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.113712375,1,Pypar,unknown
1782,Roose Bolton,dreadfort,Northmen,260,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1,1,1,45,1,0.97993311,1,Roose,unknown
1783,Shireen Baratheon,princess,,289,,,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16,4,0.230769231,1,Shireen,unknown
1784,Smiling Knight,,,,,,,Kingswood Brotherhood,,0,0,1,1,0,,,,,0,0,,0,0.040133779,1,Smiling,unknown
1785,Renly Baratheon,lord paramount of the stormlands,Stormlands,277,,,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1,1,1,22,2,1,0,Renly,unknown
1786,Theon Greyjoy,green lands,Ironmen,278,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27,4,1,1,Theon,unknown
1787,Robyn Rhysling,ser,,,,,,House Rhysling,,0,0,0,0,0,,,,,0,1,,0,0.023411371,1,Robyn,unknown
1788,Rodrik Harlaw,harlaw,Ironborn,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,0.160535117,1,Rodrik,unknown
1789,Wendamyr,maester,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,1,,0,0.02006689,1,Wendamyr,unknown
1790,Varamyr,,Free Folk,,,,,,,0,0,1,0,1,,,,,0,0,,0,0.227424749,0,Varamyr,unknown
1791,Robin Potter,ser,,,,,,House Potter,,0,0,0,1,0,,,,,0,1,,0,0.02006689,1,Robin,unknown
1792,Richard Horpe,ser,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,0.063545151,1,Richard,unknown
1793,Sansa Stark,princess,Northmen,286,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1,1,1,19,10,1,1,Sansa,unknown
1794,Vargo Hoat,lord of harrenhal,Qohor,,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,0.210702341,0,Vargo,unknown
1795,Jaqen H'ghar,,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,0.200668896,1,Jaqen,unknown
1796,Robert Arryn,eyrie,Valemen,292,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13,0,0.321070234,1,Robert,unknown
1797,Rakharo,bloodrider,Dothraki,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0.183946488,1,Rakharo,unknown
1798,Rhaella Targaryen,princessqueendowager queen,Valyrian,245,,,,House Targaryen,Aerys II Targaryen,1,0,1,1,1,,,,0,1,1,39,8,0.321070234,0,Rhaella,unknown
1799,Tywin Lannister,casterly rock,,242,,,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0,1,1,58,5,1,0,Tywin,unknown
1800,Shagga,,Vale mountain clans,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0.073578595,1,Shagga,unknown
1801,Wyman Manderly,lord of white harbor,,239,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66,0,0.35451505,1,Wyman,unknown
1802,Yellow Dick,,Westeros,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.043478261,0,Yellow,unknown
1803,Yoren,,Westeros,,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0.267558528,0,Yoren,unknown
1804,Watty,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0.013377926,1,Watty,unknown
1805,Skahaz mo Kandaq,,Ghiscari,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,0.197324415,1,Skahaz,unknown
1806,Wylis Manderly,ser,,252,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53,0,0.157190635,1,Wylis,unknown
1807,Theo Wull,,Northern mountain clans,,,,,House Wull,,1,0,1,0,0,,,,,0,0,,0,0.02006689,0,Theo,unknown
1808,Wylla Manderly,,,284,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21,0,0.070234114,1,Wylla,unknown
1809,Willas Tyrell,,,270,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,35,0,0.2909699,1,Willas,unknown
1810,Wendel Manderly,ser,,254,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45,0,0.133779264,0,Wendel,unknown
1811,Simon Toyne,,,,,,,House Toyne,,1,1,1,1,0,,,,,0,0,,0,0.036789298,0,Simon,unknown
1812,Steffon Baratheon,storm's end,,246,,,,House Baratheon,Cassana Estermont,0,1,1,0,1,,,,0,1,1,32,2,0.371237458,0,Steffon,unknown
1813,Shagwell,,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0.08361204,0,Shagwell,unknown
1814,Rickard Karstark,karhold,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,0.230769231,0,Rickard,unknown
1815,Senelle,,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0.033444816,0,Senelle,unknown
1816,Shiera Seastar,,Westeros,178,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,100,4,0.043478261,0,Shiera,unknown
1817,Reznak mo Reznak,seneschal,Ghiscari,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,0.080267559,1,Reznak,unknown
1818,Ronnet Connington,ser,,274,,,,House Connington,,0,1,1,1,1,,,,,0,1,31,0,0.113712375,1,Ronnet,unknown
1819,Tytos Blackwood,raventree hall,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0.220735786,1,Tytos,unknown
1820,Syrio Forel,,Braavosi,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.120401338,0,Syrio,unknown
1821,Rodrik Cassel,ser,Northmen,,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,0.397993311,0,Rodrik,unknown
1822,Stevron Frey,ser,,233,,,,House Frey,Corenna Swann,1,1,1,1,1,,,,1,1,1,66,0,0.173913043,0,Stevron,unknown
1823,Steely Pate,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.013377926,1,Steely,unknown
1824,Victaria Tyrell,,,,,,,House Tyrell,Jon Bulwer,0,0,1,1,0,,,,1,1,0,,0,0.133779264,1,Victaria,unknown
1825,Jon Connington,lord of griffin's roost,Stormlands,263,,,,House Connington,,0,0,1,1,1,,,,,0,1,42,0,0.719063545,1,Jon,unknown
1826,Rorge,,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0.16722408,0,Rorge,unknown
1827,Rickard Stark,winterfell,Northmen,230,,,,House Stark,Lyarra Stark,1,1,1,0,1,,,,1,1,1,52,5,0.27090301,0,Rickard,unknown
1828,Visenya Targaryen,queendowager queen,Valyrian,-28,,,,House Targaryen,Aegon I Targaryen,1,1,1,1,1,,,,0,1,1,72,5,0.277591973,0,Visenya,unknown
1829,Petyr Baelish,master of coin,Valemen,268,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0,1,1,37,5,1,1,Petyr,unknown
1830,Viserys Targaryen,lord of the seven kingdoms,Valyrian,276,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,22,11,0.622073579,0,Viserys,unknown
1831,Varys,master of whisperers,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0.899665552,1,Varys,unknown
1832,Stygg,,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0.036789298,1,Stygg,unknown
1833,Salladhor Saan,prince of the narrow sea,Lysene,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,0.18729097,1,Salladhor,unknown
1834,Victarion Greyjoy,lord captain of the iron fleet,Ironborn,268,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37,4,0.705685619,1,Victarion,unknown
1835,Timeon,,Dornish,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0.056856187,0,Timeon,unknown
1836,Tysha,,,271,,,,,Tyrion Lannister,1,1,1,0,1,,,,1,1,0,34,1,0.130434783,1,Tysha,unknown
1837,Shae,,,280,,,,,,1,1,1,1,1,,,,,0,0,20,0,0.2909699,0,Shae,unknown
1838,Spotted Cat,,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.050167224,1,Spotted,unknown
1839,Tormund,ruddy hall,Free Folk,,,,,,,0,0,1,1,1,,,,,0,1,,0,0.214046823,1,Tormund,unknown
1840,Rodrik Greyjoy,,Ironborn,274,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,15,4,0.153846154,0,Rodrik,unknown
1841,Tyrion Lannister,hand of the king,,273,,,,House Lannister,Tysha,1,1,1,1,1,,,,1,1,1,32,12,1,1,Tyrion,unknown
1842,Josmyn Peckledon,,,284,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21,0,0.050167224,1,Josmyn,unknown
1843,Trystane Martell,prince,Dornish,287,,,,House Martell,,1,1,1,1,1,,,,,0,1,18,6,0.150501672,1,Trystane,unknown
1844,Rolland Storm,ser,,,,,,House Caron,,0,0,1,1,1,,,,,0,1,,0,0.070234114,1,Rolland,unknown
1845,Willam Dustin,barrowton,Northmen,,,,,House Dustin,Barbrey Ryswell,1,0,0,1,1,,,,1,1,1,,0,0.063545151,0,Willam,unknown
1846,Torrhen Karstark,,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,0.076923077,0,Torrhen,unknown
1847,Three Toes,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0.013377926,1,Three,unknown
1848,Ygritte,,Wildling,280,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19,0,0.244147157,0,Ygritte,unknown
1849,Tyland Lannister,ser,,,,,,House Lannister,,0,0,0,0,0,,,,,0,1,,0,0.35451505,0,Tyland,unknown
1850,Thoren Smallwood,first ranger,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0.086956522,0,Thoren,unknown
1851,Rolph Spicer,ser,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0.060200669,1,Rolph,unknown
1852,Selyse Florent,ladyqueen,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1,1,1,,0,0.397993311,1,Selyse,unknown
1853,Tyrion Tanner,,,300,,,,House Stokeworth,,0,0,0,1,1,,,,,0,0,5,0,0.050167224,1,Tyrion,unknown
1854,Sandor Clegane,,,270,,,,House Clegane,,1,1,1,1,1,,,,,0,0,30,1,0.695652174,0,Sandor,unknown
1855,Ulf son of Umar,,Vale mountain clans,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0.023411371,0,Ulf,unknown
1856,Urswyck,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0.030100334,1,Urswyck,unknown
1857,Clydas,,,240,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,65,0,0.063545151,1,Clydas,unknown
1858,Damion Lannister,sercastellan of casterly rock,,,,,,House Lannister,Shiera Crakehall,0,0,1,1,1,,,,1,1,1,,0,0.08361204,1,Damion,unknown
1859,Kraznys mo Nakloz,,Astapor,,,,,Good Masters,,0,0,1,0,1,,,,,0,0,,0,0.076923077,0,Kraznys,unknown
1860,Dacey Mormont,,Northmen,252,,,,House Mormont,,1,1,1,1,1,,,,,0,0,47,0,0.086956522,0,Dacey,unknown
1861,Jojen Reed,,Crannogmen,286,,,,House Reed,,0,1,1,1,1,,,,,0,0,19,0,0.2909699,1,Jojen,unknown
1862,Lyonel Baratheon,ser,,,,,,House Baratheon,,0,0,0,0,0,,,,,0,1,,0,0.056856187,0,Lyonel,unknown
1863,Khorane Sathmantes,,Lyseni,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.010033445,1,Khorane,unknown
1864,Vardis Egen,ser,Valemen,249,,,,House Egen,,1,1,1,0,0,,,,,0,1,49,0,0.090301003,0,Vardis,unknown
1865,Tya Lannister,,,,,,,House Baratheon,Gowen Baratheon,1,0,0,0,0,,,,1,1,0,,0,0.016722408,1,Tya,unknown
1866,Vyman,maester,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0.040133779,1,Vyman,unknown
1867,Orton Merryweather,longtable,Reachmen,,,,,House Merryweather,Taena of Myr,0,0,1,1,1,,,,1,1,1,,0,0.37458194,1,Orton,unknown
1868,Jeor Mormont,bear island,Northmen,230,,,,House Mormont,,1,1,1,1,1,,,,,0,1,69,0,0.618729097,0,Jeor,unknown
1869,Rhaego,,,298299,,,,House Targaryen,,1,1,1,1,0,,,,,0,0,-298001,6,0.16722408,0,Rhaego,unknown
1870,Samwell Stone,ser,,,,,,House Royce,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Samwell,unknown
1871,Mors Umber,castellan,Northmen,235,,,,House Umber,,0,1,1,1,1,,,,,0,1,70,0,0.147157191,1,Mors,unknown
1872,Rhaegar Frey,,,269,,,,House Frey,Jeyne Beesbury,0,1,1,1,1,,,,1,1,0,31,0,0.133779264,0,Rhaegar,unknown
1873,Parmen Crane,ser,,,,,,House Crane,,0,1,1,0,0,,,,,0,1,,0,0.040133779,1,Parmen,unknown
1874,Qyburn,master of whisperers,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0.535117057,1,Qyburn,unknown
1875,Weese,,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0.040133779,0,Weese,unknown
1876,Qarl the Maid,,Ironborn,,,,,,,0,1,1,1,1,,,,,0,0,,0,0.066889632,1,Qarl,unknown
1877,Rickon Stark,prince of winterfellheir to winterfell,Northmen,295,,,,House Stark,,1,1,1,1,1,,,,,0,1,10,8,0.551839465,1,Rickon,unknown
1878,Roslin Frey,,Rivermen,282,,,,House Frey,Edmure Tully,0,1,1,1,1,,,,1,1,0,23,6,0.217391304,1,Roslin,unknown
1879,Robar Royce,ser,Valemen,277,,,,House Royce,,1,1,1,1,0,,,,,0,1,22,1,0.096989967,0,Robar,unknown
1880,Robett Glover,,Northmen,,,,,House Glover,Sybelle Glover,1,1,1,1,1,,,,1,1,0,,0,0.16722408,1,Robett,unknown
1881,Rhae Targaryen,princess,Valyrian,201,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0.080267559,0,Rhae,unknown
1882,Ryman Frey,ser,,246,,,,House Frey,,0,1,1,1,1,,,,,0,1,54,0,0.217391304,0,Ryman,unknown
